               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,             0.04406,             0.17098,                   0,             0.81374,             0.74959,             0.81669,             0.39666,            0.044739,             0.19725,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.043717,             0.17137,                   0,             0.80646,             0.75242,             0.81724,             0.40072,            0.044603,             0.19656,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.043697,             0.17086,                   0,             0.80599,             0.75196,             0.81513,             0.39758,            0.044587,             0.19702,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.044163,             0.17143,                   0,             0.80794,             0.75256,             0.81619,             0.39913,            0.044566,             0.19719,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.043497,             0.16751,                   0,             0.81305,             0.75324,             0.81906,             0.40013,             0.04451,             0.19705,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.043845,             0.17037,                   0,               0.818,             0.74644,             0.81708,              0.4014,            0.044544,             0.19635,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.043666,             0.17244,                   0,             0.81028,              0.7552,             0.81919,              0.4026,            0.044533,             0.19615,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.043582,             0.16875,                   0,             0.81395,             0.75035,             0.81632,             0.40229,            0.044519,             0.19676,                   0,            0.006304,            0.006304,            0.006304
                  58,            0.043354,             0.17063,                   0,             0.81655,             0.75958,             0.82249,             0.40411,            0.044526,             0.19744,                   0,            0.006238,            0.006238,            0.006238
                  59,            0.043376,             0.16986,                   0,             0.81555,             0.76036,             0.82137,             0.40385,            0.044442,             0.19704,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.043374,             0.16779,                   0,             0.81116,             0.75793,             0.82034,             0.40355,            0.044421,             0.19612,                   0,            0.006106,            0.006106,            0.006106
                  61,            0.043358,             0.16905,                   0,             0.81002,             0.75908,             0.82046,             0.40366,            0.044433,             0.19659,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.043175,             0.16644,                   0,             0.82036,             0.75151,             0.81899,             0.40558,            0.044367,             0.19589,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.043133,             0.16698,                   0,             0.81991,             0.76209,             0.82259,             0.40588,            0.044312,             0.19584,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.043228,             0.16752,                   0,             0.81916,             0.76045,             0.82301,             0.40448,              0.0443,             0.19558,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.043412,             0.16713,                   0,             0.81824,             0.76036,             0.82212,             0.40656,            0.044262,             0.19516,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.043404,             0.17099,                   0,             0.82918,             0.76301,             0.83001,             0.41341,            0.044045,             0.19474,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.043144,             0.16548,                   0,             0.82065,             0.75892,             0.82307,             0.40739,            0.044323,             0.19535,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.043203,             0.16853,                   0,             0.82096,             0.76561,             0.82226,             0.40695,            0.044265,             0.19565,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.042999,             0.16802,                   0,             0.82155,             0.76293,             0.82506,             0.41069,            0.044181,              0.1949,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.043117,             0.16667,                   0,              0.8242,             0.76118,             0.82195,             0.40739,            0.044181,             0.19499,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.043035,             0.16576,                   0,             0.82852,              0.7578,             0.82614,             0.41168,            0.044011,             0.19436,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.043203,             0.16844,                   0,             0.82492,             0.76592,             0.82482,             0.40987,            0.044003,             0.19479,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.042989,             0.16788,                   0,             0.82804,             0.76592,             0.82862,             0.41317,            0.044144,             0.19419,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.042879,             0.16704,                   0,             0.83197,             0.76025,             0.82902,             0.41277,            0.043978,             0.19425,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.042978,             0.16792,                   0,              0.8242,             0.76818,             0.82733,             0.41385,            0.043989,             0.19361,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.042914,             0.16691,                   0,              0.8265,             0.76789,             0.82633,             0.41116,            0.044022,             0.19451,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.042782,             0.16587,                   0,             0.83057,             0.76442,             0.82669,             0.41258,            0.043977,             0.19559,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.042438,             0.16299,                   0,              0.8325,             0.76356,              0.8269,             0.41081,            0.044061,             0.19523,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.042577,              0.1647,                   0,             0.82802,              0.7662,             0.82744,             0.41247,            0.043956,             0.19493,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.042438,              0.1665,                   0,             0.83036,             0.77062,             0.82848,             0.41379,             0.04394,             0.19433,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.042345,             0.16621,                   0,             0.82956,             0.77715,             0.82972,              0.4153,            0.043866,             0.19432,                   0,             0.00472,             0.00472,             0.00472
                  82,             0.04236,             0.16475,                   0,             0.82951,             0.77295,              0.8316,             0.41628,            0.043804,              0.1937,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.042143,             0.16329,                   0,             0.82808,             0.77304,             0.83145,             0.41772,            0.043772,             0.19408,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.042549,             0.16798,                   0,             0.83109,             0.77098,             0.83219,             0.41793,            0.043903,             0.19409,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.042274,             0.16405,                   0,             0.83194,             0.77373,             0.83031,             0.41816,            0.043838,             0.19412,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.042354,             0.16563,                   0,             0.83739,             0.77359,             0.83331,             0.41899,            0.043708,             0.19313,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.042472,             0.16369,                   0,             0.83868,             0.76761,             0.83211,             0.41859,            0.043693,             0.19385,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.042401,             0.16425,                   0,             0.83618,             0.77182,             0.83499,             0.42199,            0.043602,             0.19348,                   0,            0.004258,            0.004258,            0.004258
                  89,             0.04197,             0.16103,                   0,             0.83509,              0.7782,               0.834,             0.42092,             0.04377,             0.19348,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.042353,             0.16515,                   0,             0.83532,             0.76989,             0.83311,              0.4205,            0.043779,             0.19299,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.042061,             0.16432,                   0,             0.83108,              0.7745,             0.83116,             0.41957,            0.043855,             0.19348,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.042038,             0.16252,                   0,             0.82891,             0.77971,             0.83386,              0.4217,            0.043775,             0.19286,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.042159,             0.16482,                   0,             0.83918,             0.77738,             0.83479,             0.42284,            0.043656,             0.19317,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.042089,             0.16399,                   0,             0.84296,             0.77637,             0.83747,             0.42526,            0.043666,             0.19222,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.041945,             0.16303,                   0,             0.84034,             0.77601,             0.83638,               0.422,            0.043771,             0.19292,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.041915,             0.16085,                   0,              0.8393,             0.77879,             0.83629,             0.42426,            0.043626,             0.19289,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.041543,             0.16352,                   0,             0.84506,             0.77619,             0.83735,             0.42449,             0.04358,             0.19279,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.041819,              0.1639,                   0,             0.84577,             0.77733,             0.83924,             0.42591,            0.043511,             0.19231,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.041877,             0.16443,                   0,             0.84414,             0.77203,              0.8368,             0.42385,            0.043546,             0.19292,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.041718,             0.16139,                   0,             0.83844,             0.77651,              0.8356,             0.42439,            0.043606,             0.19343,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.041535,             0.16375,                   0,             0.84568,             0.77738,             0.83986,             0.42754,            0.043514,             0.19311,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.041595,             0.16143,                   0,             0.83939,             0.78002,             0.83686,             0.42606,            0.043554,             0.19293,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.041566,              0.1609,                   0,             0.84363,             0.77811,              0.8378,             0.42638,            0.043496,             0.19249,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.041598,             0.16039,                   0,             0.84687,             0.77445,             0.84098,             0.42902,            0.043367,             0.19192,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.041539,             0.16098,                   0,             0.84497,             0.78091,             0.84307,             0.43069,            0.043431,             0.19175,                   0,            0.003136,            0.003136,            0.003136
                 106,             0.04149,             0.16137,                   0,             0.84445,             0.78025,              0.8384,             0.42746,             0.04342,             0.19221,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.041433,             0.16033,                   0,             0.84497,             0.78011,             0.83934,             0.42817,            0.043378,             0.19213,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.041513,             0.16228,                   0,             0.84126,              0.7823,             0.84015,             0.43037,            0.043276,             0.19142,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.041351,             0.15977,                   0,             0.84921,             0.78148,             0.84166,             0.43098,            0.043213,             0.19132,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.041691,             0.16165,                   0,             0.84731,             0.78243,             0.84189,             0.43184,            0.043195,             0.19135,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.041626,             0.16442,                   0,             0.84858,              0.7829,             0.84173,              0.4304,            0.043266,             0.19168,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.041305,             0.16232,                   0,              0.8454,             0.78308,             0.84091,             0.42969,            0.043265,             0.19145,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.041053,             0.15836,                   0,             0.84616,             0.78327,             0.83995,             0.43011,              0.0434,             0.19138,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.041142,             0.15868,                   0,             0.84958,             0.78048,             0.84009,             0.43107,            0.043153,             0.19171,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.041338,             0.16225,                   0,             0.85313,             0.77706,             0.84104,              0.4323,            0.043275,             0.19147,                   0,            0.002476,            0.002476,            0.002476
                 116,             0.04125,             0.15965,                   0,             0.85179,             0.78173,             0.84291,             0.43351,            0.043207,             0.19099,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.041269,             0.16346,                   0,             0.85102,             0.78021,             0.83955,              0.4318,            0.043226,             0.19174,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.041053,             0.15841,                   0,             0.85097,             0.78609,              0.8427,             0.43252,            0.043183,             0.19127,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.040768,             0.15719,                   0,             0.85664,              0.7803,             0.84353,             0.43341,            0.043227,             0.19127,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.041056,             0.15929,                   0,             0.85088,             0.78559,             0.84247,             0.43409,            0.043174,             0.19121,                   0,            0.002146,            0.002146,            0.002146
