               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.050709,             0.19235,                   0,              0.7631,             0.66737,              0.7501,             0.33815,            0.048629,             0.21107,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.050882,             0.19556,                   0,             0.76958,             0.65888,             0.74522,             0.33672,            0.048797,             0.21185,                   0,            0.005578,            0.005578,            0.005578
                  69,             0.05062,             0.19552,                   0,             0.76678,              0.6576,             0.74719,             0.33848,            0.048496,             0.21069,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.050736,             0.19388,                   0,              0.7663,             0.65705,              0.7444,             0.33757,            0.048536,             0.21079,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.050701,             0.19263,                   0,             0.76468,              0.6644,             0.74736,              0.3377,             0.04859,             0.21129,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.050946,             0.19599,                   0,             0.76724,             0.65988,             0.74742,             0.33995,            0.048488,             0.21081,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.050752,             0.19545,                   0,             0.76332,             0.67124,              0.7521,             0.33944,            0.048527,             0.21106,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.050629,             0.19448,                   0,             0.76634,             0.66965,             0.75149,             0.34013,            0.048482,             0.21057,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.050862,             0.19582,                   0,              0.7648,             0.66321,             0.74873,             0.34006,            0.048415,             0.21082,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.050615,             0.19417,                   0,             0.76451,              0.6672,             0.74837,             0.33849,            0.048641,             0.21144,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.050749,             0.19421,                   0,             0.77171,             0.66757,              0.7517,             0.34011,            0.048472,             0.21095,                   0,            0.004984,            0.004984,            0.004984
                  78,             0.05018,             0.19067,                   0,             0.76665,             0.66095,             0.74724,             0.33862,              0.0484,              0.2107,                   0,            0.004918,            0.004918,            0.004918
